"user_id","experiment_id","variation","first_joined_experiment","path"
20382,"Experiment 1","original",2018-06-28,"example.com/features"
20382,"Experiment 2","A",2018-06-28,"example.com/features"
20393,"Experiment 1","original",2018-07-03,"example.com"
20393,"Experiment 2","A",2018-07-06,"example.com/features"
20394,"Experiment 1","variant",2018-06-18,"example.com"
20394,"Experiment 2","B",2018-06-23,"example.com/features"
20399,"Experiment 1","variant",2018-06-04,"example.com/pricing"
20403,"Experiment 1","variant",2018-06-17,"example.com/pricing"
20403,"Experiment 2","B",2018-06-23,"example.com/features"
20411,"Experiment 2","B",2018-07-19,"example.com/features"
20414,"Experiment 1","original",2018-06-05,"example.com"
20421,"Experiment 1","original",2018-07-02,"example.com/features"
20421,"Experiment 2","A",2018-07-02,"example.com/features"
20424,"Experiment 1","variant",2018-06-04,"example.com/features"
20432,"Experiment 1","variant",2018-06-18,"example.com/pricing"
20435,"Experiment 1","original",2018-06-10,"example.com"
20440,"Experiment Sim Currently Running","A",2019-02-01,"example.com"
20446,"Experiment Sim Currently Running","B",2019-01-30,"example.com"
20450,"Experiment 1","variant",2018-06-25,"example.com/features"
20450,"Experiment 2","B",2018-06-25,"example.com/features"
20458,"Experiment 1","variant",2018-07-03,"example.com"
20461,"Experiment 1","original",2018-06-14,"example.com"
20481,"Experiment Sim Currently Running","A",2019-01-26,"example.com"
20486,"Experiment 1","variant",2018-06-08,"example.com"
20493,"Experiment 1","variant",2018-06-28,"example.com"
20493,"Experiment 2","B",2018-07-03,"example.com/features"
20523,"Experiment 1","variant",2018-06-23,"example.com"
20524,"Experiment 2","A",2018-07-19,"example.com/features"
20547,"Experiment 1","variant",2018-06-18,"example.com"
20560,"Experiment 1","variant",2018-06-10,"example.com/features"
20563,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
20568,"Experiment 1","variant",2018-06-06,"example.com/features"
20578,"Experiment 2","A",2018-07-18,"example.com/features"
20581,"Experiment 1","variant",2018-06-21,"example.com/features"
20581,"Experiment 2","B",2018-06-21,"example.com/features"
20587,"Experiment 1","variant",2018-06-30,"example.com/features"
20587,"Experiment 2","B",2018-06-30,"example.com/features"
20594,"Experiment 1","variant",2018-06-25,"example.com"
20608,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
20613,"Experiment 1","original",2018-06-20,"example.com"
20620,"Experiment 1","original",2018-06-04,"example.com/pricing"
20623,"Experiment 2","A",2018-07-11,"example.com/features"
20624,"Experiment 1","original",2018-06-26,"example.com"
20625,"Experiment 1","original",2018-06-22,"example.com/features"
20625,"Experiment 2","A",2018-06-22,"example.com/features"
20628,"Experiment 1","original",2018-06-24,"example.com/pricing"
20629,"Experiment 1","variant",2018-06-21,"example.com/pricing"
20630,"Experiment 1","original",2018-06-30,"example.com"
20632,"Experiment 1","variant",2018-06-24,"example.com"
20633,"Experiment 1","original",2018-06-23,"example.com/features"
20633,"Experiment 2","A",2018-06-23,"example.com/features"
20652,"Experiment 2","B",2018-07-11,"example.com/features"
20671,"Experiment 1","variant",2018-07-02,"example.com"
20671,"Experiment 2","B",2018-07-11,"example.com/features"
20680,"Experiment 1","original",2018-06-26,"example.com/pricing"
20680,"Experiment 2","A",2018-06-28,"example.com/features"
20681,"Experiment 1","original",2018-06-05,"example.com"
20682,"Experiment 2","A",2018-07-11,"example.com/features"
20687,"Experiment 1","variant",2018-06-05,"example.com/features"
20689,"Experiment 1","variant",2018-06-16,"example.com/pricing"
20691,"Experiment 1","original",2018-06-04,"example.com"
20702,"Experiment 1","variant",2018-07-02,"example.com/features"
20702,"Experiment 2","B",2018-07-02,"example.com/features"
20705,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
20711,"Experiment 1","variant",2018-06-15,"example.com"
20711,"Experiment 2","B",2018-06-23,"example.com/features"
20713,"Experiment 1","original",2018-07-04,"example.com/features"
20713,"Experiment 2","A",2018-07-04,"example.com/features"
20722,"Experiment 1","original",2018-06-20,"example.com/features"
20722,"Experiment 2","A",2018-06-20,"example.com/features"
20726,"Experiment 2","A",2018-07-08,"example.com/features"
20736,"Experiment 1","variant",2018-07-01,"example.com"
20739,"Experiment 1","original",2018-06-27,"example.com"
20750,"Experiment 1","original",2018-06-22,"example.com"
20751,"Experiment 1","variant",2018-06-09,"example.com/features"
20765,"Experiment 1","variant",2018-06-28,"example.com"
20771,"Experiment 1","variant",2018-07-01,"example.com"
20778,"Experiment 1","variant",2018-06-09,"example.com"
20799,"Experiment 2","B",2018-07-14,"example.com/features"
20800,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
20808,"Experiment 1","variant",2018-07-01,"example.com"
20816,"Experiment 1","variant",2018-06-27,"example.com/features"
20816,"Experiment 2","B",2018-06-27,"example.com/features"
20820,"Experiment 1","original",2018-07-04,"example.com/pricing"
20821,"Experiment 1","original",2018-06-20,"example.com/pricing"
20825,"Experiment 1","variant",2018-07-01,"example.com"
20837,"Experiment 1","variant",2018-06-07,"example.com"
20854,"Experiment 1","original",2018-07-02,"example.com"
20859,"Experiment 1","variant",2018-06-12,"example.com"
20871,"Experiment 1","variant",2018-06-04,"example.com/pricing"
20881,"Experiment 1","original",2018-06-14,"example.com"
20883,"Experiment 1","original",2018-06-21,"example.com/pricing"
20917,"Experiment 1","original",2018-06-23,"example.com/features"
20917,"Experiment 2","A",2018-06-23,"example.com/features"
20924,"Experiment 1","variant",2018-06-29,"example.com"
20951,"Experiment 2","A",2018-07-08,"example.com/features"
20953,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
20962,"Experiment 1","original",2018-06-04,"example.com/features"
20963,"Experiment 1","original",2018-06-12,"example.com"
20965,"Experiment 1","variant",2018-06-19,"example.com"
20971,"Experiment 1","original",2018-06-25,"example.com/pricing"
20971,"Experiment 2","A",2018-06-30,"example.com/features"
20973,"Experiment Sim Currently Running","A",2019-01-30,"example.com"
20974,"Experiment 1","original",2018-06-09,"example.com"
20976,"Experiment 1","variant",2018-06-29,"example.com/features"
20976,"Experiment 2","B",2018-06-29,"example.com/features"
20977,"Experiment 1","original",2018-06-08,"example.com"
20983,"Experiment 1","variant",2018-06-04,"example.com"
20985,"Experiment 1","variant",2018-07-04,"example.com/features"
20985,"Experiment 2","B",2018-07-04,"example.com/features"
21001,"Experiment 1","variant",2018-07-01,"example.com/pricing"
21007,"Experiment 2","B",2018-07-07,"example.com/features"
21011,"Experiment 1","original",2018-06-06,"example.com"
21012,"Experiment 1","variant",2018-06-30,"example.com"
21016,"Experiment Sim Currently Running","B",2019-02-03,"example.com"
21017,"Experiment 1","variant",2018-06-16,"example.com"
21018,"Experiment 1","variant",2018-06-04,"example.com"
21022,"Experiment 1","variant",2018-06-04,"example.com/features"
21023,"Experiment 1","variant",2018-06-11,"example.com/pricing"
21023,"Experiment 2","B",2018-06-21,"example.com/features"
21025,"Experiment 1","original",2018-06-06,"example.com/pricing"
21032,"Experiment 1","original",2018-06-23,"example.com"
21036,"Experiment 1","variant",2018-06-10,"example.com"
21038,"Experiment 1","variant",2018-06-09,"example.com/features"
21067,"Experiment 1","original",2018-06-10,"example.com/pricing"
21074,"Experiment Sim Currently Running","B",2019-02-02,"example.com"
21080,"Experiment 1","variant",2018-06-26,"example.com/features"
21080,"Experiment 2","B",2018-06-26,"example.com/features"
21086,"Experiment 1","original",2018-07-01,"example.com"
21101,"Experiment 1","variant",2018-07-01,"example.com/features"
21101,"Experiment 2","B",2018-07-01,"example.com/features"
21116,"Experiment 1","original",2018-06-15,"example.com"
21130,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
21141,"Experiment 1","original",2018-06-13,"example.com"
21166,"Experiment 1","variant",2018-06-07,"example.com/pricing"
21167,"Experiment 1","original",2018-06-26,"example.com"
21167,"Experiment 2","A",2018-06-29,"example.com/features"
21170,"Experiment 1","variant",2018-06-26,"example.com/features"
21170,"Experiment 2","B",2018-06-26,"example.com/features"
21177,"Experiment Sim Currently Running","A",2019-01-26,"example.com"
21180,"Experiment 1","original",2018-06-14,"example.com/pricing"
21186,"Experiment 2","A",2018-07-09,"example.com/features"
21204,"Experiment 1","variant",2018-06-08,"example.com"
21217,"Experiment 1","original",2018-06-06,"example.com"
21219,"Experiment 1","variant",2018-06-13,"example.com/features"
21219,"Experiment 2","B",2018-06-21,"example.com/features"
21229,"Experiment 1","variant",2018-06-15,"example.com/pricing"
21229,"Experiment 2","B",2018-06-22,"example.com/features"
21231,"Experiment 1","variant",2018-06-06,"example.com/pricing"
21238,"Experiment Sim Currently Running","B",2019-01-28,"example.com"
21249,"Experiment 1","original",2018-06-26,"example.com"
21251,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
21258,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
21263,"Experiment 1","variant",2018-06-25,"example.com/pricing"
21263,"Experiment 2","B",2018-07-02,"example.com/features"
21265,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
21267,"Experiment 2","B",2018-07-14,"example.com/features"
21280,"Experiment 1","original",2018-06-06,"example.com/features"
21302,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
21303,"Experiment 1","original",2018-07-02,"example.com/features"
21303,"Experiment 2","A",2018-07-02,"example.com/features"
21305,"Experiment 1","original",2018-06-12,"example.com/pricing"
21309,"Experiment 1","original",2018-06-23,"example.com"
21311,"Experiment 1","original",2018-06-08,"example.com"
21318,"Experiment 2","A",2018-07-09,"example.com/features"
21319,"Experiment 1","variant",2018-06-25,"example.com/pricing"
21323,"Experiment 1","original",2018-06-10,"example.com"
21325,"Experiment 1","original",2018-06-08,"example.com/pricing"
21346,"Experiment 1","original",2018-06-11,"example.com/pricing"
21346,"Experiment 2","A",2018-06-20,"example.com/features"
21347,"Experiment 1","variant",2018-07-02,"example.com/features"
21347,"Experiment 2","B",2018-07-02,"example.com/features"
21350,"Experiment 2","A",2018-07-18,"example.com/features"
21355,"Experiment 1","original",2018-06-23,"example.com"
21359,"Experiment 1","variant",2018-06-17,"example.com"
21359,"Experiment 2","B",2018-06-24,"example.com/features"
21367,"Experiment 1","original",2018-06-15,"example.com"
21376,"Experiment 1","original",2018-06-10,"example.com/features"
21382,"Experiment 2","A",2018-07-14,"example.com/features"
21385,"Experiment 1","original",2018-06-06,"example.com"
21389,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
21398,"Experiment 1","variant",2018-06-16,"example.com/pricing"
21398,"Experiment 2","B",2018-06-21,"example.com/features"
21399,"Experiment 1","original",2018-07-02,"example.com/pricing"
21399,"Experiment 2","A",2018-07-03,"example.com/features"
21404,"Experiment 1","original",2018-06-14,"example.com"
21412,"Experiment 1","original",2018-06-07,"example.com"
21415,"Experiment 1","original",2018-06-04,"example.com"
21421,"Experiment 1","variant",2018-06-04,"example.com"
21426,"Experiment 2","A",2018-07-06,"example.com/features"
21428,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
21444,"Experiment 1","variant",2018-06-23,"example.com"
21444,"Experiment 2","B",2018-06-28,"example.com/features"
21456,"Experiment 1","original",2018-06-14,"example.com"
21461,"Experiment 1","variant",2018-06-11,"example.com/pricing"
21465,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
21469,"Experiment 1","original",2018-06-14,"example.com/features"
21477,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
21480,"Experiment 1","original",2018-06-16,"example.com/features"
21507,"Experiment 1","variant",2018-06-27,"example.com"
21507,"Experiment 2","B",2018-07-06,"example.com/features"
21511,"Experiment 1","original",2018-06-24,"example.com"
21511,"Experiment 2","A",2018-06-25,"example.com/features"
21529,"Experiment 1","variant",2018-06-26,"example.com/pricing"
21529,"Experiment 2","B",2018-07-02,"example.com/features"
21530,"Experiment 1","original",2018-06-06,"example.com"
21534,"Experiment 1","original",2018-06-14,"example.com"
21539,"Experiment 1","variant",2018-06-15,"example.com"
21541,"Experiment 1","variant",2018-06-16,"example.com"
21543,"Experiment Sim Currently Running","A",2019-01-31,"example.com"
21547,"Experiment 2","A",2018-07-09,"example.com/features"
21556,"Experiment 1","variant",2018-06-05,"example.com/features"
21559,"Experiment 1","original",2018-06-06,"example.com"
21568,"Experiment 1","original",2018-07-02,"example.com/features"
21568,"Experiment 2","A",2018-07-02,"example.com/features"
21575,"Experiment 1","original",2018-06-28,"example.com/features"
21575,"Experiment 2","A",2018-06-28,"example.com/features"
21577,"Experiment 1","variant",2018-06-29,"example.com"
21577,"Experiment 2","B",2018-07-05,"example.com/features"
21586,"Experiment 1","original",2018-06-23,"example.com/features"
21586,"Experiment 2","A",2018-06-23,"example.com/features"
21603,"Experiment 1","variant",2018-06-12,"example.com/features"
21620,"Experiment 1","original",2018-06-06,"example.com/pricing"
21624,"Experiment 1","original",2018-06-10,"example.com"
21625,"Experiment 1","original",2018-07-01,"example.com"
21651,"Experiment 1","original",2018-06-06,"example.com"
21653,"Experiment 1","variant",2018-06-11,"example.com"
21653,"Experiment 2","B",2018-06-20,"example.com/features"
21657,"Experiment 2","B",2018-07-15,"example.com/features"
21658,"Experiment 1","original",2018-06-10,"example.com"
21666,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
21675,"Experiment 1","variant",2018-06-07,"example.com"
21680,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
21682,"Experiment 1","original",2018-06-30,"example.com/pricing"
21695,"Experiment 1","variant",2018-07-01,"example.com/pricing"
21695,"Experiment 2","B",2018-07-06,"example.com/features"
21698,"Experiment 1","variant",2018-07-03,"example.com"
21699,"Experiment 1","original",2018-06-29,"example.com"
21699,"Experiment 2","A",2018-07-02,"example.com/features"
21707,"Experiment 1","original",2018-06-20,"example.com"
21711,"Experiment 1","original",2018-06-15,"example.com/features"
21719,"Experiment 1","original",2018-06-23,"example.com/features"
21719,"Experiment 2","A",2018-06-23,"example.com/features"
21721,"Experiment 1","variant",2018-07-03,"example.com/pricing"
21721,"Experiment 2","B",2018-07-09,"example.com/features"
21730,"Experiment 1","original",2018-06-09,"example.com/features"
21742,"Experiment 1","original",2018-06-06,"example.com"
21754,"Experiment 1","original",2018-06-26,"example.com/features"
21754,"Experiment 2","A",2018-06-26,"example.com/features"
21756,"Experiment 1","variant",2018-07-01,"example.com"
21764,"Experiment 1","variant",2018-06-26,"example.com/pricing"
21766,"Experiment 1","original",2018-06-04,"example.com"
21768,"Experiment 1","variant",2018-06-29,"example.com"
21768,"Experiment 2","B",2018-07-03,"example.com/features"
21784,"Experiment 1","variant",2018-07-01,"example.com"
21786,"Experiment 1","variant",2018-06-21,"example.com/pricing"
21786,"Experiment 2","B",2018-06-25,"example.com/features"
21792,"Experiment 1","variant",2018-06-09,"example.com"
21795,"Experiment 2","A",2018-07-13,"example.com/features"
21797,"Experiment 1","original",2018-06-05,"example.com/features"
21798,"Experiment 1","variant",2018-06-06,"example.com/features"
21818,"Experiment 1","variant",2018-07-02,"example.com"
21819,"Experiment 1","variant",2018-06-24,"example.com"
21819,"Experiment 2","B",2018-07-01,"example.com/features"
21826,"Experiment Sim Currently Running","A",2019-01-27,"example.com"
21838,"Experiment 1","variant",2018-06-26,"example.com/pricing"
21846,"Experiment 1","variant",2018-06-27,"example.com"
21855,"Experiment 1","original",2018-06-13,"example.com"
21855,"Experiment 2","A",2018-06-20,"example.com/features"
21866,"Experiment 1","variant",2018-06-08,"example.com"
21885,"Experiment Sim Currently Running","B",2019-01-28,"example.com"
21890,"Experiment 1","variant",2018-06-20,"example.com/features"
21890,"Experiment 2","B",2018-06-20,"example.com/features"
21897,"Experiment 1","variant",2018-06-04,"example.com"
21900,"Experiment 1","variant",2018-06-23,"example.com"
21925,"Experiment 1","original",2018-06-26,"example.com"
21926,"Experiment 1","variant",2018-06-20,"example.com"
21926,"Experiment 2","B",2018-06-28,"example.com/features"
21929,"Experiment 1","variant",2018-06-21,"example.com"
21929,"Experiment 2","B",2018-06-26,"example.com/features"
21936,"Experiment 2","A",2018-07-18,"example.com/features"
21938,"Experiment 2","A",2018-07-12,"example.com/features"
21939,"Experiment 1","variant",2018-06-12,"example.com"
21942,"Experiment 1","original",2018-06-30,"example.com/pricing"
21950,"Experiment 1","variant",2018-06-23,"example.com"
21950,"Experiment 2","B",2018-06-28,"example.com/features"
21963,"Experiment 1","original",2018-06-04,"example.com/features"
21970,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
21973,"Experiment 1","variant",2018-06-12,"example.com"
21976,"Experiment 1","variant",2018-06-14,"example.com/pricing"
21980,"Experiment 1","original",2018-06-14,"example.com/pricing"
21984,"Experiment 2","A",2018-07-12,"example.com/features"
21996,"Experiment 1","original",2018-06-04,"example.com"
22000,"Experiment 1","variant",2018-06-18,"example.com"
22000,"Experiment 2","B",2018-06-23,"example.com/features"
22003,"Experiment 1","original",2018-06-07,"example.com/features"
22011,"Experiment 1","variant",2018-06-23,"example.com/features"
22011,"Experiment 2","B",2018-06-23,"example.com/features"
22033,"Experiment 1","original",2018-06-20,"example.com"
22034,"Experiment 1","original",2018-06-25,"example.com"
22039,"Experiment 1","variant",2018-07-01,"example.com"
22039,"Experiment 2","B",2018-07-11,"example.com/features"
22045,"Experiment 1","original",2018-06-04,"example.com"
22056,"Experiment 1","variant",2018-06-08,"example.com/features"
22063,"Experiment 1","variant",2018-06-19,"example.com"
22063,"Experiment 2","B",2018-06-23,"example.com/features"
22084,"Experiment 1","original",2018-07-03,"example.com/pricing"
22090,"Experiment 1","variant",2018-06-08,"example.com"
22093,"Experiment 1","original",2018-07-02,"example.com"
22098,"Experiment 1","variant",2018-06-08,"example.com/features"
22101,"Experiment 1","variant",2018-06-28,"example.com/pricing"
22103,"Experiment 1","variant",2018-06-10,"example.com/pricing"
22108,"Experiment 1","original",2018-06-18,"example.com"
22109,"Experiment 2","B",2018-07-09,"example.com/features"
22132,"Experiment 1","original",2018-06-11,"example.com/features"
22143,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
22148,"Experiment 1","variant",2018-06-17,"example.com/features"
22169,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
22170,"Experiment 2","A",2018-07-15,"example.com/features"
22189,"Experiment 1","variant",2018-06-16,"example.com/pricing"
22189,"Experiment 2","B",2018-06-20,"example.com/features"
22194,"Experiment 1","variant",2018-07-03,"example.com/pricing"
22209,"Experiment 1","variant",2018-06-16,"example.com/features"
22220,"Experiment 1","original",2018-06-08,"example.com/pricing"
22221,"Experiment 1","original",2018-06-09,"example.com/features"
22236,"Experiment 1","variant",2018-06-11,"example.com/pricing"
22237,"Experiment 1","original",2018-06-30,"example.com"
22249,"Experiment 1","variant",2018-06-29,"example.com/pricing"
22252,"Experiment 1","original",2018-06-24,"example.com/pricing"
22274,"Experiment 1","original",2018-06-26,"example.com/pricing"
22274,"Experiment 2","A",2018-06-29,"example.com/features"
22275,"Experiment 1","variant",2018-06-28,"example.com"
22278,"Experiment 2","B",2018-07-18,"example.com/features"
22280,"Experiment 1","variant",2018-06-07,"example.com/pricing"
22284,"Experiment 2","B",2018-07-16,"example.com/features"
22293,"Experiment 1","variant",2018-06-05,"example.com/pricing"
22300,"Experiment 1","variant",2018-07-04,"example.com"
22309,"Experiment 2","A",2018-07-15,"example.com/features"
22321,"Experiment Sim Currently Running","B",2019-01-30,"example.com"
22323,"Experiment 1","original",2018-06-10,"example.com"
22326,"Experiment 1","original",2018-06-26,"example.com"
22335,"Experiment Sim Currently Running","A",2019-02-02,"example.com"
22341,"Experiment 1","variant",2018-06-26,"example.com"
22343,"Experiment 1","variant",2018-06-09,"example.com/pricing"
22352,"Experiment 1","original",2018-06-18,"example.com/features"
22352,"Experiment 2","A",2018-06-19,"example.com/features"
22358,"Experiment 1","original",2018-06-07,"example.com"
22362,"Experiment 1","original",2018-06-07,"example.com/features"
22369,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
22372,"Experiment 1","variant",2018-06-05,"example.com/pricing"
22375,"Experiment 1","original",2018-06-25,"example.com"
22380,"Experiment 1","variant",2018-06-25,"example.com/pricing"
22380,"Experiment 2","B",2018-07-02,"example.com/features"
22389,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
22394,"Experiment 2","B",2018-07-13,"example.com/features"
22398,"Experiment 1","original",2018-06-04,"example.com"
22410,"Experiment 1","variant",2018-06-07,"example.com"
22414,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
22418,"Experiment 1","variant",2018-06-04,"example.com/features"
22423,"Experiment 1","variant",2018-06-21,"example.com"
22426,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
22428,"Experiment 1","variant",2018-06-04,"example.com"
22433,"Experiment 1","original",2018-06-18,"example.com"
22439,"Experiment 1","original",2018-06-26,"example.com/features"
22439,"Experiment 2","A",2018-06-26,"example.com/features"
22447,"Experiment 2","A",2018-07-17,"example.com/features"
22451,"Experiment 1","variant",2018-06-26,"example.com/features"
22451,"Experiment 2","B",2018-06-26,"example.com/features"
22452,"Experiment 1","variant",2018-06-17,"example.com"
22454,"Experiment 2","A",2018-07-14,"example.com/features"
22468,"Experiment 2","B",2018-07-15,"example.com/features"
22480,"Experiment 1","original",2018-07-02,"example.com"
22480,"Experiment 2","A",2018-07-05,"example.com/features"
22484,"Experiment 1","original",2018-06-22,"example.com/features"
22484,"Experiment 2","A",2018-06-22,"example.com/features"
22485,"Experiment Sim Currently Running","B",2019-02-07,"example.com"
22496,"Experiment 1","original",2018-06-26,"example.com"
22496,"Experiment 2","A",2018-06-30,"example.com/features"
22497,"Experiment 1","original",2018-06-06,"example.com/features"
22498,"Experiment 1","original",2018-06-15,"example.com"
22508,"Experiment 1","original",2018-06-11,"example.com/features"
22525,"Experiment 1","original",2018-06-22,"example.com/pricing"
22530,"Experiment 2","B",2018-07-06,"example.com/features"
22538,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
22548,"Experiment 1","variant",2018-06-18,"example.com/features"
22550,"Experiment 1","original",2018-07-04,"example.com"
22552,"Experiment 2","B",2018-07-11,"example.com/features"
22556,"Experiment 1","original",2018-06-17,"example.com/pricing"
22556,"Experiment 2","A",2018-06-20,"example.com/features"
22559,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
22580,"Experiment 1","original",2018-06-13,"example.com"
22581,"Experiment 1","original",2018-06-29,"example.com/pricing"
22599,"Experiment 1","variant",2018-06-10,"example.com/features"
22600,"Experiment 1","original",2018-06-07,"example.com"
22603,"Experiment 1","variant",2018-07-02,"example.com/features"
22603,"Experiment 2","B",2018-07-02,"example.com/features"
22608,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
22624,"Experiment Sim Currently Running","A",2019-01-28,"example.com"
22629,"Experiment 1","variant",2018-06-08,"example.com"
22634,"Experiment 1","variant",2018-06-11,"example.com"
22662,"Experiment 1","variant",2018-06-28,"example.com/pricing"
22662,"Experiment 2","B",2018-07-03,"example.com/features"
22665,"Experiment 1","variant",2018-06-08,"example.com/features"
22669,"Experiment Sim Currently Running","A",2019-01-28,"example.com"
22670,"Experiment 1","variant",2018-06-06,"example.com"
22671,"Experiment 1","original",2018-06-10,"example.com/features"
22673,"Experiment 1","original",2018-06-07,"example.com/pricing"
22681,"Experiment 1","variant",2018-06-13,"example.com/pricing"
22698,"Experiment 2","B",2018-07-09,"example.com/features"
22715,"Experiment 1","original",2018-07-01,"example.com"
22716,"Experiment 2","A",2018-07-13,"example.com/features"
22717,"Experiment 1","variant",2018-06-28,"example.com/pricing"
22718,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
22720,"Experiment 2","A",2018-07-14,"example.com/features"
22736,"Experiment 1","original",2018-06-12,"example.com/features"
22738,"Experiment 1","variant",2018-06-16,"example.com/pricing"
22746,"Experiment 2","A",2018-07-16,"example.com/features"
22748,"Experiment 1","original",2018-07-01,"example.com/features"
22748,"Experiment 2","A",2018-07-01,"example.com/features"
22759,"Experiment 1","original",2018-06-05,"example.com/pricing"
22777,"Experiment 1","original",2018-06-09,"example.com"
22784,"Experiment 1","original",2018-06-16,"example.com/pricing"
22785,"Experiment 1","original",2018-06-29,"example.com"
22785,"Experiment 2","A",2018-07-05,"example.com/features"
22788,"Experiment Sim Currently Running","A",2019-02-01,"example.com"
22789,"Experiment 1","original",2018-07-04,"example.com/pricing"
22789,"Experiment 2","A",2018-07-07,"example.com/features"
22790,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
22792,"Experiment 1","original",2018-06-18,"example.com"
22795,"Experiment 1","original",2018-06-11,"example.com/pricing"
22796,"Experiment 1","original",2018-06-18,"example.com/features"
22825,"Experiment 1","original",2018-06-06,"example.com/features"
22828,"Experiment 1","variant",2018-07-04,"example.com"
22835,"Experiment 1","original",2018-06-17,"example.com/features"
22845,"Experiment 1","original",2018-06-20,"example.com/features"
22845,"Experiment 2","A",2018-06-20,"example.com/features"
22848,"Experiment 1","original",2018-06-05,"example.com/features"
22852,"Experiment Sim Currently Running","B",2019-02-01,"example.com"
22864,"Experiment 1","variant",2018-06-25,"example.com/features"
22864,"Experiment 2","B",2018-06-25,"example.com/features"
22868,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
22876,"Experiment 1","variant",2018-06-06,"example.com/features"
22879,"Experiment 1","variant",2018-07-04,"example.com"
22885,"Experiment 1","variant",2018-06-05,"example.com/features"
22897,"Experiment 1","original",2018-06-08,"example.com"
22902,"Experiment 2","A",2018-07-19,"example.com/features"
22906,"Experiment 1","variant",2018-06-05,"example.com/pricing"
22908,"Experiment 1","variant",2018-06-08,"example.com"
22914,"Experiment 1","original",2018-06-09,"example.com"
22915,"Experiment 1","variant",2018-07-04,"example.com"
22920,"Experiment 1","variant",2018-06-21,"example.com/pricing"
22920,"Experiment 2","B",2018-07-01,"example.com/features"
22929,"Experiment 2","A",2018-07-11,"example.com/features"
22941,"Experiment 1","original",2018-06-18,"example.com"
22942,"Experiment 1","variant",2018-06-19,"example.com"
22951,"Experiment 1","variant",2018-06-25,"example.com"
22965,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
22990,"Experiment 1","variant",2018-06-18,"example.com/features"
23008,"Experiment 1","original",2018-06-12,"example.com/pricing"
23014,"Experiment 1","variant",2018-06-15,"example.com/features"
23016,"Experiment 1","variant",2018-06-20,"example.com"
23018,"Experiment 1","variant",2018-06-17,"example.com"
23018,"Experiment 2","B",2018-06-22,"example.com/features"
23022,"Experiment 1","variant",2018-06-29,"example.com/features"
23022,"Experiment 2","B",2018-06-29,"example.com/features"
23040,"Experiment 1","variant",2018-06-30,"example.com/features"
23040,"Experiment 2","B",2018-06-30,"example.com/features"
23041,"Experiment 1","variant",2018-06-21,"example.com/features"
23041,"Experiment 2","B",2018-06-21,"example.com/features"
23044,"Experiment 1","original",2018-06-07,"example.com/features"
23048,"Experiment 1","original",2018-07-03,"example.com"
23048,"Experiment 2","A",2018-07-05,"example.com/features"
23053,"Experiment 2","A",2018-07-13,"example.com/features"
23077,"Experiment 1","original",2018-06-26,"example.com/features"
23077,"Experiment 2","A",2018-06-26,"example.com/features"
23095,"Experiment 1","original",2018-06-21,"example.com/pricing"
23111,"Experiment 1","original",2018-06-23,"example.com/features"
23111,"Experiment 2","A",2018-06-23,"example.com/features"
23129,"Experiment Sim Currently Running","A",2019-01-28,"example.com"
23133,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
23134,"Experiment 1","original",2018-06-25,"example.com"
23136,"Experiment 1","original",2018-07-04,"example.com/features"
23136,"Experiment 2","A",2018-07-04,"example.com/features"
23137,"Experiment 1","original",2018-06-30,"example.com"
23137,"Experiment 2","A",2018-07-05,"example.com/features"
23138,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
23139,"Experiment 1","original",2018-06-13,"example.com"
23143,"Experiment 1","original",2018-06-30,"example.com"
23147,"Experiment 1","original",2018-06-16,"example.com/features"
23147,"Experiment 2","A",2018-06-19,"example.com/features"
23153,"Experiment 1","variant",2018-06-23,"example.com/pricing"
